1, 1934
2, 3757
3, 3346
4, 3079
5, 4619
6, 2861
7, 2805
8, 3488
9, 2592
10, 3406
11, 2416
12, 3869
13, 5988
14, 4236
15, 1965
16, 1396
17, 2944
18, 2661
19, 2332
20, 2654
21, 1771
22, 1950
23, 1990
24, 1822
25, 1841
26, 2404
27, 2399
28, 2275
29, 2276
30, 1904
31, 3289
32, 1785
33, 2649
34, 3439
35, 2103
36, 2681
37, 2488
38, 3760
39, 1880
40, 4156
41, 2932
42, 2680
43, 3626
44, 5749
45, 1768
46, 2213
47, 1829
48, 3089
49, 3093
50, 1964
51, 3382
52, 2133
53, 3731
54, 2353
55, 2947
56, 4504
57, 4663
58, 2527
59, 2136
60, 4313
61, 3128
62, 3253
63, 3919
64, 983
65, 3192
66, 2167
67, 3175
68, 3475
69, 2486
70, 5234
71, 2778
72, 5949
73, 2644
74, 2421
75, 2952
76, 2798
77, 2043
78, 4989
79, 3366
80, 3422
81, 3558
82, 2130
83, 3132
84, 3677
85, 3781
86, 4689
87, 3353
88, 3476
89, 7522
90, 4177
91, 3716
92, 5707
93, 4396
94, 3791
95, 3480
96, 2818
97, 4228
98, 4080
99, 4848
100, 3434
101, 4056
102, 4796
103, 4076
104, 2978
105, 3501
106, 4386
107, 3771
108, 3410
109, 3040
110, 3623
111, 3539
112, 3724
113, 3663
114, 3088
115, 3912
116, 4119
117, 3616
118, 3703
119, 3398
120, 3341
121, 3713
122, 5022
123, 4496
124, 3022
125, 5053
126, 2936
127, 2554
128, 4296
129, 3456
130, 4517
131, 3285
132, 4149
133, 2905
134, 3234
135, 3696
136, 3577
137, 4382
138, 4842
139, 4649
140, 3186
141, 3889
142, 3458
143, 4680
144, 4913
145, 4173
146, 4466
147, 5034
148, 4494
149, 4527
150, 3890
151, 4701
152, 3527
153, 3488
154, 3123
155, 4350
156, 3380
157, 4293
158, 3776
159, 3772
160, 4105
161, 3403
162, 3863
163, 3669
164, 3516
165, 3204
166, 3373
167, 3410
168, 3519
169, 3446
170, 4408
171, 3878
172, 2574
173, 4465
174, 2979
175, 4019
176, 4190
177, 3101
178, 4250
179, 3790
180, 3789
181, 4026
182, 4747
183, 6322
184, 5512
185, 3957
186, 4147
187, 4013
188, 3733
189, 3659
190, 3639
191, 3824
192, 4349
193, 6199
194, 3744
195, 3630
196, 3531
197, 3966
198, 3315
199, 4507
200, 4108
201, 3769
202, 4442
203, 5160
204, 3987
205, 3582
206, 3796
207, 3291
208, 3919
209, 3743
210, 3554
211, 3958
212, 2751
213, 5147
214, 3840
215, 3676
216, 4010
217, 3250
218, 3532
219, 3705
220, 3750
221, 3324
222, 4177
223, 4165
224, 3146
225, 3559
226, 3608
227, 3594
228, 3082
229, 3124
230, 3743
231, 4679
232, 3463
233, 3340
234, 4362
235, 3923
236, 3431
237, 4811
238, 3539
239, 3463
240, 5311
241, 4718
242, 3460
243, 4288
244, 4575
245, 3994
246, 4583
247, 3705
248, 4001
249, 4410
250, 3947
251, 4126
252, 4259
253, 4412
254, 3837
255, 4189
256, 3242
257, 3973
258, 4798
259, 3770
260, 4410
261, 3620
262, 4555
263, 4485
264, 3822
265, 4961
266, 3817
267, 4715
268, 3716
269, 4385
270, 4431
271, 3653
272, 3923
273, 4040
274, 4416
275, 4870
276, 4046
277, 3810
278, 5202
279, 4391
280, 5029
281, 4760
282, 4189
283, 5754
284, 5565
285, 4529
286, 3764
287, 4447
288, 3859
289, 3820
290, 4134
291, 7175
292, 4415
293, 4204
294, 3973
295, 4124
296, 3830
297, 4486
298, 4605
299, 3680
300, 3961
301, 3762
302, 3840
303, 3737
304, 4052
305, 3707
306, 4776
307, 4525
308, 3436
309, 4350
310, 4258
311, 3916
312, 4783
313, 4916
314, 3986
315, 4617
316, 4385
317, 4545
318, 4737
319, 4462
320, 4332
321, 4677
322, 3973
323, 4195
324, 4096
325, 3715
326, 3900
327, 4311
328, 3949
329, 3782
330, 3431
331, 3693
332, 4102
333, 4320
334, 3645
335, 3358
336, 3369
337, 3948
338, 3848
339, 4458
340, 3569
341, 4313
342, 4592
343, 3614
344, 3625
345, 4147
346, 4286
347, 3550
348, 4074
349, 4157
350, 4086
351, 3734
352, 4265
353, 3764
354, 3781
355, 3891
356, 3841
357, 3965
358, 3835
359, 4023
360, 3016
361, 4428
362, 4348
363, 3454
364, 3991
365, 3627
366, 3694
367, 3948
368, 3988
369, 3605
370, 3678
371, 3767
372, 3753
373, 3589
374, 3633
375, 4232
376, 4087
377, 5472
378, 3791
379, 3636
380, 3594
381, 4194
382, 3443
383, 3486
384, 3476
385, 3845
386, 3675
387, 3542
388, 3827
389, 3744
390, 3063
391, 3474
392, 3617
393, 3642
394, 3847
395, 3604
396, 3867
397, 4318
398, 3780
399, 3863
400, 3470
401, 3422
402, 3703
403, 3222
404, 3729
405, 3740
406, 3720
407, 4025
408, 3801
409, 2972
410, 3521
411, 3324
412, 3922
413, 3698
414, 3473
415, 3808
416, 3811
417, 3585
418, 4484
419, 3528
420, 4194
421, 3342
422, 3837
423, 3577
424, 3589
425, 3660
426, 3804
427, 3610
428, 3717
429, 3936
430, 3553
431, 3736
432, 3604
433, 3210
434, 3691
435, 3733
436, 3546
437, 3748
438, 3267
439, 3817
440, 4065
441, 3310
442, 3954
443, 3011
444, 3427
445, 3888
446, 4005
447, 3339
448, 3670
449, 3587
450, 4050
451, 3257
452, 3508
453, 4521
454, 3833
455, 3558
456, 3525
457, 4156
458, 3739
459, 3647
460, 3388
461, 3590
462, 3600
463, 2953
464, 3413
465, 3599
466, 3704
467, 3658
468, 3947
469, 3385
470, 3454
471, 3780
472, 3820
473, 4131
474, 3976
475, 3167
476, 3733
477, 3672
478, 3415
479, 3539
480, 3372
481, 3548
482, 4636
483, 3543
484, 3430
485, 3400
486, 3557
487, 3382
488, 3236
489, 3758
490, 3556
491, 3891
492, 3793
493, 2756
494, 3764
495, 3558
496, 3608
497, 3668
498, 3982
499, 5108
500, 3987
501, 3813
502, 4524
503, 2660
504, 3697
505, 3221
506, 2936
507, 3025
508, 3515
509, 3467
510, 4011
511, 3802
512, 3922
513, 3696
514, 3802
515, 3358
516, 4343
517, 3912
518, 3374
519, 3622
520, 3587
521, 3673
522, 4049
523, 3986
524, 3701
525, 3726
526, 3676
527, 4155
528, 3014
529, 3062
530, 3252
531, 3474
532, 3967
533, 3806
534, 3464
535, 3695
536, 3258
537, 3629
538, 3598
539, 3697
540, 3443
541, 4141
542, 3231
543, 4266
544, 3384
545, 3779
546, 3362
547, 3370
548, 3126
549, 4753
550, 3560
551, 3786
552, 3446
553, 3611
554, 3288
555, 4238
556, 3074
557, 3754
558, 3387
559, 3697
560, 3940
561, 4287
562, 3781
563, 3283
564, 3487
565, 3744
566, 3411
567, 3793
568, 3389
569, 3547
570, 3592
571, 4065
572, 3589
573, 3442
574, 3610
575, 4385
576, 3707
577, 4383
578, 3915
579, 3756
580, 3497
581, 3425
582, 3319
583, 3370
584, 3751
585, 3520
586, 3491
587, 3589
588, 3013
589, 4257
590, 5555
591, 3868
592, 3576
593, 3759
594, 3371
595, 3178
596, 3354
597, 3506
598, 3382
599, 3478
600, 3658
601, 3791
602, 3387
603, 3732
604, 3328
605, 3461
606, 3316
607, 3270
608, 3600
609, 3774
610, 3680
611, 3570
612, 3408
613, 3783
614, 3536
615, 3379
616, 3314
617, 3717
618, 3391
619, 3406
620, 3773
621, 3679
622, 4547
623, 1434
624, 2747
625, 3371
626, 2938
627, 2622
628, 2427
629, 2173
630, 3232
631, 3725
632, 4060
633, 3348
634, 3665
635, 3893
636, 3434
637, 3772
638, 3907
639, 3995
640, 3970
641, 4303
642, 3538
643, 3628
644, 3477
645, 4380
646, 3484
647, 4159
648, 3837
649, 3295
650, 3035
651, 3498
652, 3271
653, 3836
654, 3800
655, 3763
656, 3474
657, 4178
658, 3803
659, 3343
660, 3250
661, 4210
662, 3475
663, 3666
664, 3985
665, 4526
666, 4100
667, 3580
668, 3496
669, 3436
